container_number,container_type,project,collection_date,plot_id,plot_treatment,seed_type,seed_treatment,maggot_location,nr_seeds_found,nr_seeds_with_at_least_one_scm_maggot,nr_seed_damaged_by_other,total_nr_scm_maggots,total_nr_scm_pupae,nr_wireworms,nr_seeds_with_at_least_one_phorid_maggot,total_nr_of_phorid_larvae,total_nr_of_phorid_pupae,notes
4321,deli cup,M,2023-05-31T00:00:00Z,46,Control_Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4321,deli cup,M,2023-05-31T00:00:00Z,46,Control_Fertilizer,Corn,JA,Total,10,0,2,0,0,0,0,0,0,
4462,deli cup,M,2023-05-31T00:00:00Z,46,Control_Fertilizer,Corn,Water,Corn,11,0,0,0,0,0,0,0,0,
4462,deli cup,M,2023-05-31T00:00:00Z,46,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4462,deli cup,M,2023-05-31T00:00:00Z,46,Control_Fertilizer,Corn,Water,Total,11,0,0,0,0,0,0,0,0,
4388,deli cup,M,2023-05-31T00:00:00Z,46,Fertilizer,Corn,Water,Corn,7,0,0,0,0,0,0,0,0,
4388,deli cup,M,2023-05-31T00:00:00Z,46,Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4388,deli cup,M,2023-05-31T00:00:00Z,46,Fertilizer,Corn,Water,Total,7,0,0,0,0,0,0,0,0,
4423,deli cup,M,2023-05-31T00:00:00Z,46,Fertilizer,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
4423,deli cup,M,2023-05-31T00:00:00Z,46,Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4423,deli cup,M,2023-05-31T00:00:00Z,46,Fertilizer,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
4345,deli cup,M,2023-05-31T00:00:00Z,47,Control_Manure,Corn,JA,Corn,9,0,2,0,0,0,0,0,0,
4345,deli cup,M,2023-05-31T00:00:00Z,47,Control_Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,1,0,
4345,deli cup,M,2023-05-31T00:00:00Z,47,Control_Manure,Corn,JA,Total,9,0,2,0,0,0,0,1,0,
4652,deli cup,M,2023-05-31T00:00:00Z,47,Control_Manure,Corn,Water,Corn,10,0,1,0,0,0,0,0,0,
4652,deli cup,M,2023-05-31T00:00:00Z,47,Control_Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4652,deli cup,M,2023-05-31T00:00:00Z,47,Control_Manure,Corn,Water,Total,10,0,1,0,0,0,0,0,0,
4358,deli cup,M,2023-05-31T00:00:00Z,47,Manure,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
4358,deli cup,M,2023-05-31T00:00:00Z,47,Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,1,0,
4358,deli cup,M,2023-05-31T00:00:00Z,47,Manure,Corn,JA,Total,10,0,0,0,0,0,0,1,0,
4401,deli cup,M,2023-05-31T00:00:00Z,47,Manure,Corn,Water,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4416,deli cup,M,2023-05-31T00:00:00Z,48,Alfafa&Manure,Corn,Water,Corn,5,0,1,0,0,0,0,0,0,Trap partially exposed.
4416,deli cup,M,2023-05-31T00:00:00Z,48,Alfafa&Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4416,deli cup,M,2023-05-31T00:00:00Z,48,Alfafa&Manure,Corn,Water,Total,5,0,1,0,0,0,0,0,0,
4648,deli cup,M,2023-05-31T00:00:00Z,48,Control_Alfafa&Manure,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
4648,deli cup,M,2023-05-31T00:00:00Z,48,Control_Alfafa&Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4648,deli cup,M,2023-05-31T00:00:00Z,48,Control_Alfafa&Manure,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
4412,deli cup,M,2023-05-31T00:00:00Z,49,Control_Manure,Corn,Water,Corn,5,0,0,0,0,0,0,0,0,
4412,deli cup,M,2023-05-31T00:00:00Z,49,Control_Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,0,0,0,
4412,deli cup,M,2023-05-31T00:00:00Z,49,Control_Manure,Corn,Water,Total,5,0,0,0,0,0,0,0,0,
4438,deli cup,M,2023-05-31T00:00:00Z,49,Control_Manure,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
4438,deli cup,M,2023-05-31T00:00:00Z,49,Control_Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4438,deli cup,M,2023-05-31T00:00:00Z,49,Control_Manure,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
4417,deli cup,M,2023-05-31T00:00:00Z,49,Manure,Corn,Water,Corn,11,0,0,0,0,0,0,0,0,
4417,deli cup,M,2023-05-31T00:00:00Z,49,Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4417,deli cup,M,2023-05-31T00:00:00Z,49,Manure,Corn,Water,Total,11,0,0,0,0,0,0,0,0,
4434,deli cup,M,2023-05-31T00:00:00Z,49,Manure,Corn,JA,Bean,8,0,2,0,0,0,0,0,0,
4434,deli cup,M,2023-05-31T00:00:00Z,49,Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4434,deli cup,M,2023-05-31T00:00:00Z,49,Manure,Corn,JA,Total,8,0,2,0,0,0,0,0,0,
4655,deli cup,M,2023-05-31T00:00:00Z,5,Alfafa&Manure,Corn,Water,Corn,10,0,2,0,0,0,0,0,0,
4655,deli cup,M,2023-05-31T00:00:00Z,5,Alfafa&Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4655,deli cup,M,2023-05-31T00:00:00Z,5,Alfafa&Manure,Corn,Water,Total,10,0,2,0,0,0,0,0,0,
4594,deli cup,M,2023-05-31T00:00:00Z,5,Control_Alfafa&Manure,Corn,Water,Corn,10,0,3,0,0,0,0,0,0,
4594,deli cup,M,2023-05-31T00:00:00Z,5,Control_Alfafa&Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4594,deli cup,M,2023-05-31T00:00:00Z,5,Control_Alfafa&Manure,Corn,Water,Total,10,0,3,0,0,0,0,0,0,
4490,deli cup,M,2023-05-31T00:00:00Z,50,Alfafa,Corn,Water,Corn,9,0,2,0,0,0,0,0,0,
4490,deli cup,M,2023-05-31T00:00:00Z,50,Alfafa,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4490,deli cup,M,2023-05-31T00:00:00Z,50,Alfafa,Corn,Water,Total,9,0,2,0,0,0,0,0,0,
4483,deli cup,M,2023-05-31T00:00:00Z,50,Control_Alfafa,Corn,Water,Corn,7,0,1,0,0,0,0,0,0,
4483,deli cup,M,2023-05-31T00:00:00Z,50,Control_Alfafa,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4483,deli cup,M,2023-05-31T00:00:00Z,50,Control_Alfafa,Corn,Water,Total,7,0,1,0,0,0,0,0,0,
4432,deli cup,M,2023-05-31T00:00:00Z,51,Control_Fertilizer,Corn,Water,Corn,11,0,3,0,0,0,0,0,0,
4432,deli cup,M,2023-05-31T00:00:00Z,51,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,0,0,0,
4432,deli cup,M,2023-05-31T00:00:00Z,51,Control_Fertilizer,Corn,Water,Total,11,0,3,0,0,0,0,0,0,
4369,deli cup,M,2023-05-31T00:00:00Z,51,Fertilizer,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
4369,deli cup,M,2023-05-31T00:00:00Z,51,Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4369,deli cup,M,2023-05-31T00:00:00Z,51,Fertilizer,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
4529,deli cup,M,2023-05-31T00:00:00Z,52,Control_Fertilizer,Corn,Water,Corn,10,0,2,0,0,0,0,0,0,
4529,deli cup,M,2023-05-31T00:00:00Z,52,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4529,deli cup,M,2023-05-31T00:00:00Z,52,Control_Fertilizer,Corn,Water,Total,10,0,2,0,0,0,0,0,0,
4330,deli cup,M,2023-05-31T00:00:00Z,52,Fertilizer,Corn,Water,Corn,10,0,1,0,0,0,0,0,0,
4330,deli cup,M,2023-05-31T00:00:00Z,52,Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4330,deli cup,M,2023-05-31T00:00:00Z,52,Fertilizer,Corn,Water,Total,10,0,1,0,0,0,0,0,0,
4330,deli cup,M,2023-05-31T00:00:00Z,52,Fertilizer,Corn,Water,Corn,10,0,1,0,0,0,0,0,0,
4330,deli cup,M,2023-05-31T00:00:00Z,52,Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,0,0,0,
4330,deli cup,M,2023-05-31T00:00:00Z,52,Fertilizer,Corn,Water,Total,10,0,1,0,0,0,0,0,0,
4523,deli cup,M,2023-05-31T00:00:00Z,53,Control_Fertilizer,Corn,Water,Corn,9,0,1,0,0,0,0,0,0,
4523,deli cup,M,2023-05-31T00:00:00Z,53,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,1,NA,0,0,
4523,deli cup,M,2023-05-31T00:00:00Z,53,Control_Fertilizer,Corn,Water,Total,9,0,1,0,0,1,0,0,0,
4466,deli cup,M,2023-05-31T00:00:00Z,53,Fertilizer,Corn,Water,Corn,9,0,2,0,0,0,0,0,0,
4466,deli cup,M,2023-05-31T00:00:00Z,53,Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4466,deli cup,M,2023-05-31T00:00:00Z,53,Fertilizer,Corn,Water,Total,9,0,2,0,0,0,0,0,0,
4440,deli cup,M,2023-05-31T00:00:00Z,54,Control_Fertilizer,Corn,Water,Corn,9,0,0,0,0,0,0,0,0,
4440,deli cup,M,2023-05-31T00:00:00Z,54,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4440,deli cup,M,2023-05-31T00:00:00Z,54,Control_Fertilizer,Corn,Water,Total,9,0,0,0,0,0,0,0,0,
4316,deli cup,M,2023-05-31T00:00:00Z,54,Fertilizer,Corn,Water,Corn,10,0,2,0,0,0,0,0,0,
4316,deli cup,M,2023-05-31T00:00:00Z,54,Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4316,deli cup,M,2023-05-31T00:00:00Z,54,Fertilizer,Corn,Water,Total,10,0,2,0,0,0,0,0,0,
4403,deli cup,M,2023-05-31T00:00:00Z,55,Control_Fertilizer,Corn,Water,Corn,10,0,1,0,0,0,0,0,0,
4403,deli cup,M,2023-05-31T00:00:00Z,55,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4403,deli cup,M,2023-05-31T00:00:00Z,55,Control_Fertilizer,Corn,Water,Total,10,0,1,0,0,0,0,0,0,
4313,deli cup,M,2023-05-31T00:00:00Z,55,Fertilizer,Corn,Water,Corn,10,0,1,0,0,0,0,0,0,
4313,deli cup,M,2023-05-31T00:00:00Z,55,Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4313,deli cup,M,2023-05-31T00:00:00Z,55,Fertilizer,Corn,Water,Total,10,0,1,0,0,0,0,0,0,
4461,deli cup,M,2023-05-31T00:00:00Z,6,Alfafa&Manure,Corn,Water,Corn,10,0,1,0,0,0,0,0,0,
4461,deli cup,M,2023-05-31T00:00:00Z,6,Alfafa&Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4461,deli cup,M,2023-05-31T00:00:00Z,6,Alfafa&Manure,Corn,Water,Total,10,0,1,0,0,0,0,0,0,
4654,deli cup,M,2023-05-31T00:00:00Z,6,Control_Alfafa&Manure,Corn,Water,Corn,10,0,4,0,0,0,0,0,0,
4654,deli cup,M,2023-05-31T00:00:00Z,6,Control_Alfafa&Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4654,deli cup,M,2023-05-31T00:00:00Z,6,Control_Alfafa&Manure,Corn,Water,Total,10,0,4,0,0,0,0,0,0,
4610,deli cup,M,2023-05-31T00:00:00Z,7,Control_Fertilizer,Corn,Water,Corn,10,0,3,0,0,0,0,0,0,
4610,deli cup,M,2023-05-31T00:00:00Z,7,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,1,NA,0,0,
4610,deli cup,M,2023-05-31T00:00:00Z,7,Control_Fertilizer,Corn,Water,Total,10,0,3,0,0,1,0,0,0,
4630,deli cup,M,2023-05-31T00:00:00Z,7,Control_Fertilizer,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
4630,deli cup,M,2023-05-31T00:00:00Z,7,Control_Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4630,deli cup,M,2023-05-31T00:00:00Z,7,Control_Fertilizer,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
4591,deli cup,M,2023-05-31T00:00:00Z,7,Fertilizer,Corn,Water,Corn,10,0,1,0,0,0,0,0,0,
4591,deli cup,M,2023-05-31T00:00:00Z,7,Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4591,deli cup,M,2023-05-31T00:00:00Z,7,Fertilizer,Corn,Water,Total,10,0,1,0,0,0,0,0,0,
4596,deli cup,M,2023-05-31T00:00:00Z,7,Fertilizer,Corn,Water,Corn,10,0,1,0,0,0,0,0,0,
4596,deli cup,M,2023-05-31T00:00:00Z,7,Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4596,deli cup,M,2023-05-31T00:00:00Z,7,Fertilizer,Corn,Water,Total,10,0,1,0,0,0,0,0,0,
4614,deli cup,M,2023-05-31T00:00:00Z,7,Fertilizer,Corn,JA,Corn,10,0,2,0,0,0,0,0,0,
4614,deli cup,M,2023-05-31T00:00:00Z,7,Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4614,deli cup,M,2023-05-31T00:00:00Z,7,Fertilizer,Corn,JA,Total,10,0,2,0,0,0,0,0,0,
4486,deli cup,M,2023-05-31T00:00:00Z,8,Alfafa,Corn,Water,Corn,10,0,2,0,0,0,0,0,0,
4486,deli cup,M,2023-05-31T00:00:00Z,8,Alfafa,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4486,deli cup,M,2023-05-31T00:00:00Z,8,Alfafa,Corn,Water,Total,10,0,2,0,0,0,0,0,0,
4474,deli cup,M,2023-05-31T00:00:00Z,8,Control_Alfafa,Corn,Water,Corn,10,0,2,0,0,0,0,0,0,
4474,deli cup,M,2023-05-31T00:00:00Z,8,Control_Alfafa,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4474,deli cup,M,2023-05-31T00:00:00Z,8,Control_Alfafa,Corn,Water,Total,10,0,2,0,0,0,0,0,0,
4597,deli cup,M,2023-05-31T00:00:00Z,9,Control_Fertilizer,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
4597,deli cup,M,2023-05-31T00:00:00Z,9,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4597,deli cup,M,2023-05-31T00:00:00Z,9,Control_Fertilizer,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
4659,deli cup,M,2023-05-31T00:00:00Z,9,Control_Fertilizer,Corn,JA,Corn,10,0,3,0,0,0,0,0,0,
4659,deli cup,M,2023-05-31T00:00:00Z,9,Control_Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4659,deli cup,M,2023-05-31T00:00:00Z,9,Control_Fertilizer,Corn,JA,Total,10,0,3,0,0,0,0,0,0,
4566,deli cup,M,2023-05-31T00:00:00Z,9,Fertilizer,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
4566,deli cup,M,2023-05-31T00:00:00Z,9,Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4566,deli cup,M,2023-05-31T00:00:00Z,9,Fertilizer,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
4607,deli cup,M,2023-05-31T00:00:00Z,9,Fertilizer,Corn,Water,Corn,10,0,1,0,0,0,0,0,0,
4607,deli cup,M,2023-05-31T00:00:00Z,9,Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4607,deli cup,M,2023-05-31T00:00:00Z,9,Fertilizer,Corn,Water,Total,10,0,1,0,0,0,0,0,0,
